region,solar,wind,hours,inter,intra,std,mean
FR,0.25,0.0,75,6.474784600078609,4.402116084760975,7.8929116493539855,147.53097478601836
FR,0.25,0.25,75,6.003105697203112,6.231127857577954,8.678267725079387,131.09542110860914
FR,0.25,0.5,75,5.539334704438227,7.60896083492767,9.437895835221209,120.47600521417796
FR,0.0,0.0,100,7.014436074527025,3.5539824011138283,7.910330569244197,155.75277950777297
FR,0.0,0.25,100,5.715838879899134,5.104436750555215,7.755321642318613,141.30339318527942
FR,0.0,0.5,100,4.816928383315056,6.923093828425871,8.546891361638119,132.8123825363917
FR,0.25,0.0,100,6.155370341367908,4.743238124181832,7.845062976347193,145.91291863494055
FR,0.25,0.25,100,5.822787608998184,6.753679899998947,8.944095080510674,128.773528202461
FR,0.25,0.5,100,5.3721103483128285,8.049912263151658,9.702930981659687,117.82546270269908
FR,0.0,0.0,200,6.10182657975461,4.492527820069448,7.6718290477433255,152.18427441084458
FR,0.0,0.25,200,5.208981124058088,6.522089262123878,8.448823320065907,136.078519737001
FR,0.0,0.5,200,4.3523075395335775,8.34541478768641,9.516104451568852,126.2825657607153
FR,0.25,0.0,200,5.544619458791583,5.774196010810097,8.074997804216789,141.38004209055103
FR,0.25,0.25,200,5.220877007980711,7.878311537876627,9.507721084231852,122.70082880630284
FR,0.25,0.5,200,4.6916475863680756,9.380921143342972,10.551156637004802,110.62049066558275
