region,solar,wind,hours,years,inter,intra,std,mean
PJM,0.0,0.0,-1,12,9.623462315700348,1.3809291023160477,9.749882006786873,164.80686779932608
PJM,0.0,0.25,-1,12,11.330525484206094,1.5403185934370014,11.45069391030921,156.66662894433617
PJM,0.0,0.5,-1,12,11.891776910888163,1.8619250911828287,12.077011067752547,153.6226164276921
PJM,0.25,0.0,-1,12,8.087999245980429,2.804869289028543,8.639196393861255,151.6284390328599
PJM,0.25,0.25,-1,12,8.951181086676062,3.148803983198488,9.518455504328626,139.45037746654683
PJM,0.25,0.5,-1,12,8.993292375533594,4.124650492492849,9.93748077024564,134.26713787202686
PJM,0.5,0.0,-1,12,7.914811709940568,2.8659673263905256,8.51176888057816,151.38270779314357
PJM,0.5,0.25,-1,12,8.306112761142588,3.625519998419776,9.129838786631352,138.5600310216651
PJM,0.5,0.5,-1,12,8.075054942733725,4.621049434871009,9.410772036730327,132.91000657187513
PJM,0.0,0.0,-1,4,3.031867622270981,1.3313418157327905,3.328192164335806,162.3108571451739
PJM,0.0,0.25,-1,4,3.9355521406026632,1.7119018813779245,4.351049088359956,154.53862821641064
PJM,0.0,0.5,-1,4,4.445227838615309,2.1816327299522307,5.106119130057756,152.41157941586894
PJM,0.25,0.0,-1,4,2.82496527102749,2.4501738903785766,3.802920694883105,148.01014897712616
PJM,0.25,0.25,-1,4,2.7957330613330065,3.2642222809144825,4.320872457699218,137.69745761979445
PJM,0.25,0.5,-1,4,4.041739834938408,3.7267841255997136,5.515833567444559,133.25235691997807
PJM,0.5,0.0,-1,4,2.652772544108953,2.468329988306464,3.703123338822333,147.78662304081212
PJM,0.5,0.25,-1,4,2.4591061857649312,3.5741281038386497,4.350019543937354,136.94603598711328
PJM,0.5,0.5,-1,4,3.3615697205145345,4.072831755071241,5.320732736303255,131.90358287898684
PJM,0.0,0.0,-1,8,7.846745685467603,1.1501501779948686,7.938169950407771,166.00152718467112
PJM,0.0,0.25,-1,8,10.062370425521525,1.6828748655018557,10.222670545463716,158.43932442617603
PJM,0.0,0.5,-1,8,10.415448570950826,2.1302870463887693,10.687308026454074,156.03454670854916
PJM,0.25,0.0,-1,8,6.477959661660075,2.8036663759410376,7.116387684701356,153.71631333204215
PJM,0.25,0.25,-1,8,7.1402751429860745,3.3924573700200327,7.922892534028857,142.3374012932533
PJM,0.25,0.5,-1,8,7.125604200331848,4.249249557623045,8.343034863300169,137.22290540687365
PJM,0.5,0.0,-1,8,6.365663499945587,2.8146505303162552,7.021785022748496,153.4821919721365
PJM,0.5,0.25,-1,8,6.486131970276819,3.9818354500341826,7.67037183534474,141.45603023914447
PJM,0.5,0.5,-1,8,6.205161890317293,4.940650963913801,8.069475061041548,135.74786051600464
PJM,0.0,0.0,-1,13,9.278820967213083,1.466185836468436,9.425176007056102,165.03222247334946
PJM,0.0,0.25,-1,13,10.9969491288642,1.6147824754594433,11.133077973565603,157.1221888989303
PJM,0.0,0.5,-1,13,11.49833138231879,1.8415720909451792,11.683541813755687,154.00225435532468
PJM,0.25,0.0,-1,13,7.772103771396469,2.8577612362137454,8.357994420595924,151.62989120477792
